id,iso2Code,country,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude,Country Name,Country Code,Year,Population growth (annual %),"Population, total",Country,ISO,"Current account balance, Percent of GDP, ","Current account balance, U.S. dollars, Billions","Employment, Persons, Millions","General government gross debt, National currency, Billions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, National currency, Billions","General government net lending/borrowing, Percent of GDP, ","General government primary net lending/borrowing, National currency, Billions","General government primary net lending/borrowing, Percent of GDP, ","General government revenue, National currency, Billions","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, National currency, Billions","General government total expenditure, Percent of GDP, ","Gross domestic product based on purchasing-power-parity (PPP) share of world total, Percent, ","Gross domestic product corresponding to fiscal year, current prices, National currency, Billions","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, National currency, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, constant prices, National currency, Billions","Gross domestic product, constant prices, Percent change, ","Gross domestic product, current prices, National currency, Billions","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross domestic product, deflator, Index, ","Gross national savings, Percent of GDP, ","Implied PPP conversion rate, National currency per current international dollar, ","Inflation, average consumer prices, Index, ","Inflation, average consumer prices, Percent change, ","Inflation, end of period consumer prices, Index, ","Inflation, end of period consumer prices, Percent change, ","Output gap in percent of potential GDP, Percent of potential GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, ","Volume of Imports of goods, Percent change, ","Volume of exports of goods and services, Percent change, ","Volume of exports of goods, Percent change, ","Volume of imports of goods and services, Percent change, "
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1992,2.54,866993,Eswatini,SWZ,-2.85,-0.04,,,,,,-0.11,-2.68,-0.09,-2.11,0.91,21.33,,,1.03,24.01,0.01,4.27,22637.41,5291.49,4847.45,3833.26,1699.81,18.98,3.23,4.06,3.21,1.43,21.41,35.09,1.27,47.63,7.56,50.11,8.57,,0.84,,37.93,,20.89,9.69,9.69,20.89
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1993,2.36,887706,Eswatini,SWZ,-4.26,-0.06,,0.74,14.54,,,-0.16,-3.06,-0.14,-2.64,0.98,19.23,,,1.14,22.29,0.01,5.11,22879.89,5348.16,5717.48,3966.11,1750.16,19.57,3.11,4.89,3.39,1.5,24.99,29.62,1.44,53.35,12.02,56.72,13.2,,0.86,,33.88,,5.68,5.22,5.22,5.68
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1994,2.22,907620,Eswatini,SWZ,0.11,0,,0.77,12.68,,,-0.2,-3.33,-0.18,-2.92,1.18,19.4,,,1.38,22.72,0.01,6.07,22982.57,5372.17,6600.36,4068.97,1859.52,20.04,2.40,5.76,3.55,1.62,28.72,33.19,1.62,60.7,13.77,64.56,13.82,,0.87,,33.08,,-7.81,8.64,8.64,-7.81
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1995,2.1,926841,Eswatini,SWZ,-1.54,-0.03,,0.88,12.14,,,0.06,0.84,0.09,1.28,1.45,20.14,,,1.39,19.3,0.01,7.22,23611.43,5519.16,7877.01,4267.96,2171.72,21.01,4.83,7.01,3.8,1.93,33.36,26.16,1.85,68.16,12.29,71.1,10.13,,0.89,,27.7,,12.24,5.05,5.05,12.24
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1996,1.99,945508,Eswatini,SWZ,-2.84,-0.05,,0.91,11.2,,,-0.08,-0.94,-0.04,-0.45,1.7,20.91,,,1.78,21.84,0.01,8.15,23993.67,5608.51,8646.67,4416.47,2012.45,21.81,3.84,7.86,4.02,1.83,36.04,25.4,1.96,72.54,6.43,75.2,5.76,,0.91,,28.24,,6.08,-6.21,-6.21,6.08
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1997,1.88,963426,Eswatini,SWZ,-0.14,0,,1.14,12.29,,,0.19,2,0.23,2.46,2.04,22.05,,,1.86,20.06,0.01,9.25,24191.25,5654.7,9699.04,4529.63,2105.17,22.49,3.10,9.02,4.21,1.96,40.09,27.24,2.14,77.7,7.13,80.88,7.55,,0.93,,27.38,,2.76,15.95,15.95,2.76
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1998,1.7,979918,Eswatini,SWZ,-5.19,-0.09,,1.54,15.15,,,0.1,1.02,0.15,1.52,2.28,22.42,,,2.17,21.4,0.01,10.15,24586.62,5747.11,10589.27,4655.47,1914.24,23.08,2.60,9.94,4.37,1.8,43.07,34,2.28,84.01,8.11,87.2,7.82,,0.94,,39.19,,21.09,12.75,12.75,21.09
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,1999,1.44,994108,Eswatini,SWZ,-1.87,-0.03,,1.8,16.21,,,-0.13,-1.2,-0.06,-0.52,2.65,23.84,,,2.78,25.03,0.01,11.1,25075.13,5861.3,11379.64,4816.53,1861.5,23.76,2.95,10.78,4.56,1.76,45.38,26.46,2.36,89.12,6.09,91.66,5.11,,0.95,,28.33,,-4.37,2.71,2.71,-4.37
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2000,1.13,1005435,Eswatini,SWZ,-2.64,-0.05,,2.19,17.71,,,-0.14,-1.16,-0.08,-0.65,2.83,22.85,,,2.97,24.01,0.01,12.37,25279.76,5909.13,12612.78,4964.38,1818.67,24.18,1.76,12.06,4.75,1.74,49.89,20.91,2.54,100,12.21,100,9.1,,0.96,,23.55,,5.99,23.91,23.91,5.99
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2001,0.81,1013609,Eswatini,SWZ,0.58,0.01,,2.89,21.04,2.7,19.63,-0.3,-2.17,-0.2,-1.43,3.11,22.65,,,3.41,24.83,0.01,13.73,25311.55,5916.57,13757.98,5079.64,1599.21,24.43,1.06,13.28,4.9,1.54,54.36,24.28,2.71,105.94,5.94,110.78,10.78,,0.97,,23.7,,17.78,7.56,22,6.15
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2002,0.54,1019059,Eswatini,SWZ,2.32,0.03,,2.59,16.71,2.46,15.89,-0.56,-3.58,-0.39,-2.5,3.43,22.13,,,3.98,25.72,0.01,15.48,26179.56,6119.46,15498.35,5336.96,1473.72,25.5,4.38,15.1,5.2,1.44,59.2,23.74,2.9,118.68,12.02,123.51,11.49,,0.97,,21.42,,5.53,56.04,64.97,6.42
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2003,0.37,1022802,Eswatini,SWZ,4.07,0.09,,2.91,17.15,2.53,14.95,-0.35,-2.05,-0.17,-1.02,3.91,23.07,,,4.26,25.12,0.01,16.94,26949.89,6299.53,16912.53,5596.02,2235.68,26.49,3.88,16.62,5.5,2.2,62.76,23.36,3.02,127.33,7.29,129.26,4.66,,0.98,,19.29,,2.34,8.78,5.68,7.55
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2004,0.34,1026286,Eswatini,SWZ,2.57,0.07,,2.69,14.56,2.06,11.15,-0.71,-3.86,-0.54,-2.95,4.84,26.21,,,5.55,30.07,0.01,18.47,27676.69,6469.42,18041.03,5901.65,2797.02,27.45,3.62,17.89,5.85,2.77,65.19,21.95,3.06,131.71,3.45,133.43,3.23,,0.99,,19.38,,3.37,-12.11,-11.12,-1.71
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2005,0.42,1030579,Eswatini,SWZ,-3.23,-0.1,,2.73,13.16,1.53,7.39,-0.33,-1.61,-0.13,-0.64,5.5,26.53,,,5.83,28.14,0.01,20.73,29076.83,6796.7,20196.47,6393.33,3174.59,29.1,6.00,20.21,6.4,3.18,69.46,14.13,3.16,138.17,4.9,143.57,7.6,,1,,17.36,,-7.99,-16.6,-18.22,-5.56
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2006,0.53,1036092,Eswatini,SWZ,-5.97,-0.2,,3.25,14.25,1.16,5.07,1.92,8.42,2.08,9.1,8.03,35.18,,,6.11,26.76,0.01,22.83,30548.3,7140.65,22076.01,6920.15,3262.22,30.84,5.99,22.29,6.99,3.29,72.27,10.5,3.19,145.35,5.2,150.46,4.8,,1.01,,16.48,,-23.97,6.18,2.26,-20.17
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2007,0.63,1042652,Eswatini,SWZ,-1.89,-0.07,,3.94,15.68,-0.3,-1.19,0.58,2.3,0.75,2.99,7.99,31.81,,,7.42,29.51,0.01,25.14,31625.27,7392.39,24000.28,7356.58,3402.16,32.21,4.44,24.44,7.49,3.47,75.89,14.15,3.26,157.09,8.08,165.22,9.81,,1.02,,16.04,,1.59,12.14,4.23,7.97
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2008,0.7,1049945,Eswatini,SWZ,-7.02,-0.23,,3.97,14.19,-1.96,-7.01,0.43,1.54,0.68,2.44,9.51,33.99,,,9.08,32.45,0.01,28,31652.69,7398.8,26525.42,7506.16,3214.49,32.47,0.82,27.21,7.7,3.3,83.8,8.68,3.53,176.97,12.66,186.54,12.9,,1.03,,15.7,,4.86,-11.58,-3.69,12.66
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2009,0.71,1057467,Eswatini,SWZ,-11.57,-0.42,,3.18,10.3,-1.1,-3.57,-0.9,-2.92,-0.69,-2.24,9.25,29.97,,,10.15,32.88,0.01,30.88,31915.41,7460.21,29358.6,7626.16,3479.71,32.98,1.57,30.34,7.88,3.6,91.99,3.81,3.85,190.15,7.45,194.93,4.5,,1.03,,15.38,,16.39,-7.55,-5.66,7.21
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2010,0.69,1064837,Eswatini,SWZ,-8.75,-0.39,,4.58,13.83,1.67,5.03,-3,-9.07,-2.8,-8.45,6.99,21.09,,,9.99,30.15,0.01,33.12,32888.19,7687.6,31220.7,7950.18,4263.91,34.23,3.79,32.5,8.28,4.44,94.93,5.74,3.93,198.73,4.51,203.71,4.5,,1.04,,14.49,,16.26,4.15,4.37,12.68
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2011,0.67,1072032,Eswatini,SWZ,-5.84,-0.28,,5.14,14.17,2.69,7.4,-1.37,-3.76,-1.1,-3.03,7.49,20.64,,,8.85,24.4,0.01,36.28,33387.37,7804.28,33387.37,8239.45,4603.2,35,2.25,35,8.64,4.83,100,7.06,4.05,210.87,6.11,219.52,7.76,,1.05,,12.9,,-1.22,-21.3,-15.73,-19.15
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2012,0.67,1079288,Eswatini,SWZ,5.03,0.25,,5.92,14.38,2.24,5.43,1.36,3.3,1.71,4.15,12.18,29.57,,,10.82,26.27,0.01,41.19,34938.14,8166.77,37997.55,8450.24,4628.25,36.89,5.39,40.12,8.92,4.89,108.76,16.85,4.5,229.72,8.94,237.66,8.27,,1.06,,11.82,,-2.94,10.97,9.4,-2.38
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2013,0.7,1086839,Eswatini,SWZ,10.84,0.5,,6.66,14.71,1.81,4,0.25,0.56,0.6,1.32,12.91,28.51,,,12.66,27.95,0.01,45.29,36032.31,8422.54,41747.72,8901.4,4326,38.31,3.86,44.39,9.47,4.6,115.86,23.06,4.69,242.63,5.62,248.16,4.42,,1.06,,12.22,,10.84,2,6.23,11.75
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2014,0.75,1095021,Eswatini,SWZ,11.57,0.51,,6.78,13.85,1.68,3.43,-1.23,-2.5,-0.9,-1.84,14.1,28.78,,,15.33,31.28,0.01,48.99,36107.4,8440.09,44820.59,8995.96,4133.03,38.66,0.91,47.99,9.63,4.43,124.13,24.17,4.98,256.41,5.68,263.48,6.17,,1.07,,12.6,,-3.75,10.81,7.32,0.4
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2015,0.82,1104044,Eswatini,SWZ,12.92,0.53,,9.43,17.75,4.94,9.3,-2.91,-5.48,-2.55,-4.8,14.6,27.49,,,17.5,32.96,0.01,53.1,36686.14,8575.37,48198.97,9055.01,3779.6,39.56,2.31,51.97,9.76,4.08,131.38,25.39,5.32,269.11,4.95,276.41,4.91,,1.08,,12.47,,8.14,-0.99,-0.69,2.66
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2016,0.9,1113984,Eswatini,SWZ,7.82,0.3,,13.21,23.1,8.93,15.61,-5.11,-8.93,-4.61,-8.06,14.33,25.06,,,19.44,33.99,0.01,57.19,36895.52,8624.31,52033.98,8990.19,3536.6,40.06,1.27,56.5,9.76,3.84,141.03,20.58,5.79,290.23,7.85,300.41,8.68,,1.09,,12.76,,8.06,3.83,4.58,8.25
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2017,0.96,1124753,Eswatini,SWZ,6.18,0.28,,15.08,25.12,12.08,20.12,-4.21,-7.01,-3.52,-5.86,16.84,28.03,,,21.05,35.05,0.01,60.06,37385.13,8738.76,54229.17,8738.76,4072.02,40.87,2.03,59.29,9.55,4.45,145.06,18.88,6.21,308.28,6.22,314.55,4.71,,1.09,,12.7,,2.23,3.97,1.44,8.1
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2018,1.01,1136191,Eswatini,SWZ,1.33,0.06,,21.44,33.84,17.86,28.19,-6.24,-9.85,-5.42,-8.56,15.71,24.8,,,21.95,34.65,0.01,63.35,37888.95,8856.53,56494,9069.17,4267.11,41.83,2.35,62.37,10.01,4.71,149.1,14.39,6.23,323.16,4.83,331.06,5.25,,1.1,,13.06,,-4.58,11.7,15.14,-8.79
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2019,1.05,1148130,Eswatini,SWZ,4.24,0.19,,25.32,38.05,21.55,32.38,-4.85,-7.28,-3.64,-5.48,17.63,26.5,,,22.48,33.78,0.01,66.55,37947.4,8870.19,59452.22,9245.31,4113.89,42.31,1.15,66.29,10.31,4.59,156.67,15.55,6.43,331.51,2.58,337.6,1.97,,1.12,,11.32,,-7.76,5.03,5.03,-7.76
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2020,,1160000,Eswatini,SWZ,1.03,0.04,,32.78,47.93,29.05,42.47,-5.93,-8.67,-4.4,-6.44,18.63,27.24,,,24.56,35.91,0.01,68.41,36244.79,8472.2,59759.09,8955.16,3414.81,40.85,-3.47,67.34,10.09,3.85,164.88,12.55,6.67,345.15,4.12,352.91,4.53,,1.13,,11.52,,-4.29,-17.95,-17.95,-4.29
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2021,,1172000,Eswatini,SWZ,5.68,0.24,,36.22,49.9,32.49,44.76,-4.64,-6.39,-2.51,-3.46,19.15,26.38,,,23.78,32.77,0.01,72.58,36376.15,8502.91,62852.54,9186.18,3697.21,41.43,1.44,71.59,10.46,4.21,172.79,16.97,6.84,359.73,4.22,367.43,4.11,,1.14,,11.29,,0.3,13.68,13.68,0.3
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2022,,1185000,Eswatini,SWZ,4.36,0.21,,39.95,52.13,36.22,47.26,-4.73,-6.17,-2.27,-2.96,19,24.79,,,23.73,30.96,0.01,76.64,36277.37,8479.82,65631.9,9324.21,4101.99,41.76,0.80,75.55,10.73,4.72,180.92,15.47,7.04,376.2,4.58,385.05,4.8,,1.15,,11.11,,-1.14,0.6,0.6,-1.14
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2023,,1198000,Eswatini,SWZ,6,0.29,,42.7,52.56,38.8,47.75,-2.32,-2.86,0.47,0.58,21.15,26.04,,,23.48,28.9,0.01,81.25,36243.32,8471.86,68659.75,9484.28,4184.62,42.17,0.98,79.89,11.04,4.87,189.44,16.92,7.24,394.25,4.8,403.53,4.8,,1.16,,10.92,,-0.92,1.89,1.89,-0.92
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2024,,1210000,Eswatini,SWZ,6.01,0.31,,45.16,52,41.64,47.95,-2.73,-3.14,0.5,0.58,22.61,26.03,,,25.34,29.18,0.01,86.85,36542.93,8541.89,72561.7,9745.55,4312.2,42.97,1.91,85.33,11.46,5.07,198.57,16.82,7.45,413.17,4.8,422.9,4.8,,1.18,,10.81,,3.5,2.77,2.77,3.5
SWZ,SZ,Eswatini,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IBRD,Mbabane,31.4659,-26.5225,Eswatini,SWZ,2025,,1224000,Eswatini,SWZ,5.44,0.29,,47.69,51.39,44.11,47.54,-2.87,-3.09,0.59,0.64,24.17,26.05,,,27.04,29.14,0.01,92.79,36912.87,8628.37,76913.93,10036.87,4458,43.87,2.09,91.41,11.93,5.3,208.37,16.18,7.66,433.23,4.86,443.62,4.9,,1.19,,10.74,,4.34,2.87,2.87,4.34
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1980,1.88,35141712,Ethiopia,ETH,-3.06,-0.23,,,,,,-0.38,-2.56,-0.3,-2.03,1.62,10.93,,,2,13.5,0.08,14.85,6409.17,863.02,445.42,306.17,215.18,219.96,4.00,15.29,10.51,7.39,6.95,5.01,1.46,5.25,12.44,5.02,,,34.32,,15.75,,,-20.92,,2.61
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1981,2.37,35984528,Ethiopia,ETH,-3.29,-0.25,,,,,,-0.33,-2.2,-0.24,-1.55,1.83,11.99,,,2.16,14.18,0.08,15.23,6258.23,842.7,446.29,327.24,215.6,219.96,--,15.69,11.5,7.58,7.13,6.01,1.36,5.35,1.94,5.29,5.43,,35.15,,15.3,,6.97,-10.15,-10.15,6.97
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1982,2.77,36995248,Ethiopia,ETH,-2.45,-0.2,,,,,,-0.58,-3.6,-0.44,-2.74,2.05,12.81,,,2.63,16.41,0.08,16.03,6143.05,827.19,456.55,341.06,220.56,222.08,0.96,16.51,12.33,7.97,7.43,5.17,1.34,5.76,7.77,5.57,5.23,,36.15,,15.5,,16.21,-3.13,-3.13,16.21
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1983,3.05,38142674,Ethiopia,ETH,-1.92,-0.17,,,,,,-1.35,-7.59,-1.2,-6.74,2.43,13.66,,,3.79,21.25,0.08,17.82,6422,864.75,491.96,370.52,237.66,239.5,7.85,18.35,13.82,8.86,7.66,5.43,1.33,5.97,3.57,5.56,-0.18,,37.29,,13.74,,8,5.58,5.58,8
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1984,3.18,39374348,Ethiopia,ETH,-1.55,-0.13,,,,,,-0.62,-3.69,-0.43,-2.56,2.55,15.13,,,3.17,18.82,0.08,16.84,6074.27,817.93,450.07,363.1,217.42,233.98,-2.31,17.34,13.99,8.38,7.41,8.09,1.24,5.95,-0.33,6.06,9.05,,38.52,,18.74,,23.87,10.34,10.34,23.87
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1985,3.19,40652141,Ethiopia,ETH,1.08,0.11,,,,,,-0.93,-4.71,-0.66,-3.33,2.96,14.99,,,3.88,19.7,0.07,19.72,5209.68,701.51,510.27,321.27,246.51,207.28,-11.41,20.3,12.78,9.81,9.8,5.92,1.59,7.04,18.4,7.3,20.47,,39.79,,12.06,,8.36,-22.47,-22.47,8.36
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1986,3.18,41965693,Ethiopia,ETH,-3.21,-0.33,,,,,,-0.82,-3.98,-0.56,-2.72,3.25,15.87,,,4.07,19.85,0.07,20.48,5534.12,745.19,513.32,348.14,247.98,227.37,9.69,21.09,14.3,10.19,9.28,7.3,1.47,7.44,5.55,6.44,-11.82,,41.08,,17.9,,-5.58,-4.59,-4.59,-5.58
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1987,3.2,43329231,Ethiopia,ETH,-1.99,-0.22,,,,,,-0.78,-3.54,-0.55,-2.53,3.25,14.84,,,4.02,18.38,0.08,21.89,6102.74,821.76,531.37,393.41,256.7,258.9,13.87,22.54,16.69,10.89,8.71,5.56,1.35,6.76,-9.15,6.14,-4.66,,42.42,,16.79,,17.98,-15.94,-15.94,17.98
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1988,3.24,44757203,Ethiopia,ETH,-2.02,-0.23,,,,,,-0.79,-3.48,-0.53,-2.35,4.1,18.09,,,4.89,21.57,0.07,22.69,5942.95,800.25,533.15,396.62,257.56,260.39,0.57,23.36,17.38,11.29,8.97,10.2,1.34,6.9,2.21,6.56,6.87,,43.82,,22.78,,-6.4,-7.02,-7.02,-6.4
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1989,3.33,46272299,Ethiopia,ETH,-1.22,-0.14,,,,,,-1.03,-4.33,-0.79,-3.29,4.7,19.69,,,5.73,24.02,0.07,23.87,5725.17,770.92,542.82,397.07,262.23,259.2,-0.46,24.58,17.98,11.87,9.48,8.19,1.37,7.57,9.63,7.29,11.05,,45.27,,15.69,,-10.3,13.67,13.67,-10.3
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1990,3.43,47887865,Ethiopia,ETH,-2.33,-0.29,,,,,,-1.74,-6.86,-1.51,-5.96,3.54,14,,,5.28,20.86,0.07,25.32,5681.69,765.07,557,408.8,269.08,265.94,2.60,26.07,19.13,12.6,9.8,7.15,1.36,7.96,5.21,7.65,5.01,,46.81,,13.81,,0,44.27,44.27,-19.58
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1991,3.53,49609969,Ethiopia,ETH,0.74,0.1,,,,,,-1.68,-6,-1.42,-5.06,3.17,11.32,,,4.85,17.32,0.06,28,5095.99,686.2,595.44,379.06,287.65,246.75,-7.22,28.83,18.35,13.93,11.68,4.95,1.57,9.63,20.87,11.09,45,,48.42,,11.52,,0,2.93,2.35,7.86
ETH,ET,Ethiopia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Addis Ababa,38.7468,9.02274,Ethiopia,ETH,1992,3.59,51423585,Ethiopia,ETH,-0.82,-0.12,,25.98,87.94,5.52,18.69,-1.45,-4.92,-1.15,-3.88,2.75,9.31,,,4.21,14.24,0.05,29.54,4486.7,604.16,607.23,341.34,293.35,224.77,-8.91,30.42,17.1,14.7,13.53,6.55,1.78,11.65,21.02,11.32,2.05,,50.1,,10.59,,0,2.75,2.75,-12.93
